coord,prob,n,zones,zone_mode,sort_method,zonal_sort,exp_density,var_density,min_density,median_density,max_density,exp_IB,var_IB,min_IB,median_IB,max_IB,exp_LB,var_LB,min_LB,median_LB,max_LB
meuse_uneq,default,15,"(2, 2)",sweep,projection,center,0.06,0.01,-0.10,0.08,0.18,-0.19,0.01,-0.40,-0.19,0.03,0.23,0.00,0.11,0.23,0.42
meuse_eq,default,15,"(2, 2)",sweep,projection,spiral,0.02,0.01,-0.10,0.03,0.23,-0.33,0.01,-0.50,-0.36,-0.12,0.20,0.00,0.13,0.18,0.33
meuse_uneq,default,15,"(2, 2)",sweep,projection,spiral,0.06,0.00,-0.04,0.06,0.20,-0.26,0.01,-0.41,-0.30,-0.02,0.24,0.00,0.13,0.22,0.42
meuse_eq,default,15,"(2, 2)",sweep,projection,max,0.04,0.01,-0.06,0.02,0.22,-0.34,0.01,-0.54,-0.38,-0.10,0.18,0.00,0.10,0.17,0.29
meuse_uneq,default,15,"(2, 2)",sweep,projection,max,0.09,0.01,-0.07,0.07,0.30,-0.25,0.01,-0.39,-0.24,-0.05,0.24,0.00,0.14,0.23,0.44
meuse_eq,default,15,"(2, 2)",sweep,projection,hilbert,0.01,0.00,-0.07,-0.02,0.18,-0.39,0.01,-0.54,-0.42,-0.15,0.19,0.00,0.12,0.17,0.32
meuse_uneq,default,15,"(2, 2)",sweep,projection,hilbert,0.07,0.01,-0.03,0.05,0.29,-0.26,0.00,-0.41,-0.27,-0.10,0.23,0.01,0.12,0.21,0.51
meuse_eq,default,15,"(2, 2)",sweep,projection,farthest,0.04,0.01,-0.08,0.05,0.20,-0.28,0.01,-0.43,-0.30,-0.01,0.17,0.00,0.10,0.15,0.27
meuse_uneq,default,15,"(2, 2)",sweep,projection,farthest,0.08,0.01,-0.06,0.08,0.30,-0.16,0.01,-0.37,-0.16,0.05,0.23,0.00,0.13,0.21,0.48
meuse_eq,default,15,"(2, 2)",sweep,projection,grid,0.02,0.00,-0.06,-0.01,0.20,-0.33,0.01,-0.47,-0.33,-0.16,0.18,0.00,0.09,0.18,0.28
meuse_uneq,default,15,"(2, 2)",sweep,projection,grid,0.07,0.00,-0.05,0.06,0.23,-0.31,0.00,-0.40,-0.32,-0.11,0.24,0.01,0.14,0.22,0.48
meuse_eq,default,15,"(2, 2)",sweep,projection,shell,0.03,0.01,-0.10,0.02,0.23,-0.32,0.01,-0.49,-0.32,-0.12,0.17,0.00,0.09,0.16,0.28
meuse_uneq,default,15,"(2, 2)",sweep,projection,shell,0.05,0.00,-0.07,0.05,0.17,-0.17,0.02,-0.36,-0.19,0.05,0.24,0.00,0.14,0.23,0.44
meuse_eq,default,15,"(2, 2)",sweep,center,lexico-xy,0.03,0.00,-0.05,0.02,0.21,-0.34,0.01,-0.53,-0.33,-0.15,0.18,0.00,0.12,0.17,0.37
meuse_uneq,default,15,"(2, 2)",sweep,center,lexico-xy,0.07,0.01,-0.03,0.04,0.34,-0.23,0.01,-0.41,-0.22,-0.01,0.24,0.00,0.15,0.22,0.47
meuse_eq,default,15,"(2, 2)",sweep,center,lexico-yx,0.04,0.01,-0.07,0.05,0.24,-0.35,0.01,-0.51,-0.35,-0.03,0.18,0.00,0.11,0.19,0.29
meuse_uneq,default,15,"(2, 2)",sweep,center,lexico-yx,0.08,0.01,-0.06,0.06,0.29,-0.22,0.01,-0.36,-0.24,-0.03,0.24,0.00,0.12,0.24,0.43
meuse_eq,default,15,"(2, 2)",sweep,center,random,0.05,0.00,-0.09,0.06,0.24,-0.22,0.00,-0.34,-0.22,-0.08,0.18,0.00,0.12,0.18,0.31
meuse_uneq,default,15,"(2, 2)",sweep,center,random,0.08,0.01,-0.06,0.07,0.29,-0.21,0.00,-0.35,-0.21,-0.07,0.24,0.00,0.15,0.22,0.48
meuse_eq,default,15,"(2, 2)",sweep,center,angle_0,0.04,0.00,-0.08,0.03,0.18,-0.35,0.01,-0.52,-0.34,-0.13,0.19,0.00,0.12,0.18,0.33
meuse_uneq,default,15,"(2, 2)",sweep,center,angle_0,0.07,0.00,-0.07,0.06,0.29,-0.20,0.01,-0.43,-0.23,0.05,0.24,0.00,0.16,0.21,0.44
meuse_eq,default,15,"(2, 2)",sweep,center,distance_0,0.04,0.01,-0.12,0.02,0.27,-0.38,0.01,-0.52,-0.39,-0.15,0.18,0.00,0.11,0.17,0.31
meuse_uneq,default,15,"(2, 2)",sweep,center,distance_0,0.08,0.01,-0.09,0.06,0.34,-0.22,0.01,-0.41,-0.22,0.03,0.24,0.00,0.14,0.22,0.45
meuse_eq,default,15,"(2, 2)",sweep,center,projection,0.04,0.01,-0.06,0.03,0.25,-0.42,0.01,-0.59,-0.41,-0.20,0.17,0.00,0.09,0.17,0.30
meuse_uneq,default,15,"(2, 2)",sweep,center,projection,0.06,0.01,-0.07,0.04,0.28,-0.27,0.00,-0.37,-0.26,-0.05,0.24,0.00,0.10,0.22,0.43
meuse_eq,default,15,"(2, 2)",sweep,center,center,0.04,0.01,-0.07,-0.01,0.26,-0.29,0.01,-0.53,-0.29,-0.03,0.18,0.00,0.10,0.16,0.35
meuse_uneq,default,15,"(2, 2)",sweep,center,center,0.09,0.01,-0.02,0.08,0.34,-0.20,0.01,-0.35,-0.22,0.03,0.24,0.00,0.12,0.22,0.45
meuse_eq,default,15,"(2, 2)",sweep,center,spiral,0.03,0.01,-0.11,0.00,0.22,-0.33,0.01,-0.52,-0.31,-0.13,0.19,0.00,0.11,0.19,0.33
meuse_uneq,default,15,"(2, 2)",sweep,center,spiral,0.09,0.01,-0.07,0.09,0.30,-0.25,0.01,-0.42,-0.28,-0.10,0.25,0.01,0.13,0.24,0.45
meuse_eq,default,15,"(2, 2)",sweep,center,max,0.04,0.01,-0.11,0.02,0.26,-0.33,0.00,-0.45,-0.33,-0.17,0.18,0.00,0.11,0.19,0.28
meuse_uneq,default,15,"(2, 2)",sweep,center,max,0.08,0.00,-0.03,0.07,0.32,-0.28,0.01,-0.43,-0.25,-0.04,0.23,0.00,0.14,0.21,0.47
meuse_eq,default,15,"(2, 2)",sweep,center,hilbert,0.02,0.00,-0.06,0.01,0.22,-0.35,0.01,-0.47,-0.33,-0.12,0.19,0.00,0.11,0.18,0.31
meuse_uneq,default,15,"(2, 2)",sweep,center,hilbert,0.07,0.00,-0.12,0.06,0.29,-0.26,0.00,-0.42,-0.27,-0.08,0.24,0.01,0.14,0.23,0.53
meuse_eq,default,15,"(2, 2)",sweep,center,farthest,0.03,0.01,-0.08,0.04,0.24,-0.31,0.01,-0.53,-0.26,-0.09,0.19,0.00,0.11,0.19,0.30
meuse_uneq,default,15,"(2, 2)",sweep,center,farthest,0.07,0.01,-0.11,0.08,0.28,-0.20,0.02,-0.43,-0.20,0.05,0.24,0.00,0.14,0.24,0.42
meuse_eq,default,15,"(2, 2)",sweep,center,grid,0.03,0.00,-0.09,0.03,0.25,-0.38,0.01,-0.55,-0.37,-0.16,0.18,0.00,0.10,0.19,0.31
meuse_uneq,default,15,"(2, 2)",sweep,center,grid,0.08,0.01,-0.05,0.07,0.33,-0.23,0.00,-0.37,-0.22,-0.08,0.25,0.00,0.15,0.24,0.47
meuse_eq,default,15,"(2, 2)",sweep,center,shell,0.04,0.01,-0.07,0.03,0.32,-0.29,0.01,-0.48,-0.26,-0.12,0.17,0.00,0.10,0.16,0.28
meuse_uneq,default,15,"(2, 2)",sweep,center,shell,0.08,0.01,-0.06,0.08,0.35,-0.19,0.01,-0.34,-0.17,0.02,0.22,0.01,0.10,0.22,0.45
meuse_eq,default,15,"(2, 2)",sweep,spiral,lexico-xy,0.03,0.01,-0.11,0.04,0.17,-0.36,0.00,-0.47,-0.36,-0.21,0.19,0.00,0.08,0.19,0.32
meuse_uneq,default,15,"(2, 2)",sweep,spiral,lexico-xy,0.06,0.00,-0.04,0.06,0.27,-0.25,0.01,-0.44,-0.27,-0.04,0.24,0.01,0.15,0.22,0.45
meuse_eq,default,15,"(2, 2)",sweep,spiral,lexico-yx,0.03,0.01,-0.09,0.04,0.26,-0.37,0.01,-0.53,-0.35,-0.09,0.19,0.00,0.11,0.18,0.32
meuse_uneq,default,15,"(2, 2)",sweep,spiral,lexico-yx,0.08,0.01,-0.13,0.07,0.30,-0.25,0.01,-0.40,-0.26,-0.04,0.24,0.01,0.13,0.23,0.50
meuse_eq,default,15,"(2, 2)",sweep,spiral,random,0.03,0.00,-0.07,0.04,0.20,-0.30,0.01,-0.43,-0.32,0.04,0.18,0.00,0.10,0.18,0.33
meuse_uneq,default,15,"(2, 2)",sweep,spiral,random,0.10,0.02,-0.10,0.07,0.38,-0.19,0.00,-0.36,-0.19,-0.05,0.24,0.00,0.14,0.24,0.43
meuse_eq,default,15,"(2, 2)",sweep,spiral,angle_0,0.02,0.00,-0.09,0.03,0.18,-0.37,0.01,-0.60,-0.34,-0.18,0.19,0.00,0.13,0.17,0.34
meuse_uneq,default,15,"(2, 2)",sweep,spiral,angle_0,0.07,0.00,-0.08,0.08,0.25,-0.25,0.01,-0.41,-0.26,-0.05,0.24,0.01,0.14,0.23,0.46
meuse_eq,default,15,"(2, 2)",sweep,spiral,distance_0,0.02,0.00,-0.05,0.01,0.20,-0.37,0.01,-0.55,-0.35,-0.22,0.19,0.00,0.11,0.19,0.29
meuse_uneq,default,15,"(2, 2)",sweep,spiral,distance_0,0.07,0.01,-0.07,0.04,0.32,-0.25,0.01,-0.40,-0.25,-0.02,0.23,0.00,0.13,0.23,0.40
meuse_eq,default,15,"(2, 2)",sweep,spiral,projection,0.03,0.00,-0.04,0.04,0.15,-0.37,0.01,-0.61,-0.36,-0.19,0.18,0.00,0.09,0.18,0.27
meuse_uneq,default,15,"(2, 2)",sweep,spiral,projection,0.06,0.01,-0.05,0.03,0.27,-0.28,0.00,-0.41,-0.28,-0.13,0.23,0.00,0.14,0.22,0.43
meuse_eq,default,15,"(2, 2)",sweep,spiral,center,0.04,0.01,-0.10,0.04,0.27,-0.30,0.01,-0.49,-0.27,-0.01,0.18,0.00,0.09,0.17,0.34
meuse_uneq,default,15,"(2, 2)",sweep,spiral,center,0.07,0.00,-0.05,0.08,0.23,-0.17,0.01,-0.37,-0.13,-0.00,0.22,0.01,0.12,0.21,0.49
meuse_eq,default,15,"(2, 2)",sweep,spiral,spiral,0.02,0.00,-0.08,0.01,0.16,-0.34,0.01,-0.51,-0.32,-0.16,0.19,0.00,0.10,0.18,0.36
meuse_uneq,default,15,"(2, 2)",sweep,spiral,spiral,0.08,0.01,-0.04,0.06,0.32,-0.24,0.01,-0.36,-0.25,0.03,0.25,0.00,0.14,0.23,0.46
meuse_eq,default,15,"(2, 2)",sweep,spiral,max,0.04,0.00,-0.04,0.03,0.16,-0.35,0.01,-0.55,-0.35,-0.15,0.19,0.00,0.11,0.18,0.30
meuse_uneq,default,15,"(2, 2)",sweep,spiral,max,0.06,0.01,-0.07,0.04,0.31,-0.26,0.00,-0.38,-0.29,-0.05,0.23,0.01,0.13,0.22,0.51
meuse_eq,default,15,"(2, 2)",sweep,spiral,hilbert,0.03,0.00,-0.08,0.02,0.14,-0.34,0.01,-0.56,-0.35,-0.20,0.19,0.00,0.12,0.17,0.33
meuse_uneq,default,15,"(2, 2)",sweep,spiral,hilbert,0.08,0.00,-0.08,0.07,0.26,-0.24,0.01,-0.38,-0.24,-0.07,0.23,0.01,0.12,0.22,0.48
meuse_eq,default,15,"(2, 2)",sweep,spiral,farthest,0.04,0.00,-0.07,0.05,0.18,-0.26,0.01,-0.45,-0.24,-0.06,0.19,0.00,0.11,0.18,0.29
meuse_uneq,default,15,"(2, 2)",sweep,spiral,farthest,0.09,0.01,-0.06,0.08,0.32,-0.20,0.01,-0.37,-0.17,-0.02,0.25,0.00,0.14,0.24,0.47
meuse_eq,default,15,"(2, 2)",sweep,spiral,grid,0.03,0.01,-0.11,-0.00,0.25,-0.38,0.01,-0.51,-0.37,-0.14,0.18,0.00,0.07,0.18,0.30
meuse_uneq,default,15,"(2, 2)",sweep,spiral,grid,0.05,0.00,-0.06,0.05,0.23,-0.26,0.00,-0.37,-0.25,-0.11,0.23,0.01,0.14,0.21,0.46
meuse_eq,default,15,"(2, 2)",sweep,spiral,shell,0.04,0.01,-0.10,0.03,0.24,-0.27,0.02,-0.48,-0.28,-0.04,0.18,0.00,0.08,0.17,0.30
meuse_uneq,default,15,"(2, 2)",sweep,spiral,shell,0.07,0.00,-0.05,0.08,0.24,-0.24,0.01,-0.38,-0.27,-0.08,0.24,0.00,0.11,0.23,0.47
meuse_eq,default,15,"(2, 2)",sweep,max,lexico-xy,0.03,0.01,-0.10,-0.01,0.27,-0.38,0.00,-0.50,-0.38,-0.20,0.19,0.00,0.11,0.17,0.34
meuse_uneq,default,15,"(2, 2)",sweep,max,lexico-xy,0.07,0.00,-0.06,0.06,0.27,-0.26,0.01,-0.40,-0.28,-0.05,0.23,0.00,0.13,0.22,0.43
meuse_eq,default,15,"(2, 2)",sweep,max,lexico-yx,0.04,0.01,-0.08,0.03,0.22,-0.32,0.01,-0.50,-0.33,-0.07,0.18,0.00,0.11,0.17,0.31
meuse_uneq,default,15,"(2, 2)",sweep,max,lexico-yx,0.06,0.01,-0.08,0.07,0.22,-0.24,0.00,-0.37,-0.26,-0.09,0.23,0.00,0.14,0.21,0.45
meuse_eq,default,15,"(2, 2)",sweep,max,random,0.06,0.00,-0.04,0.04,0.21,-0.29,0.01,-0.45,-0.28,-0.11,0.18,0.00,0.11,0.17,0.27
meuse_uneq,default,15,"(2, 2)",sweep,max,random,0.07,0.03,-0.17,0.02,0.44,-0.19,0.01,-0.38,-0.21,0.03,0.24,0.00,0.15,0.23,0.48
meuse_eq,default,15,"(2, 2)",sweep,max,angle_0,0.04,0.01,-0.12,0.04,0.24,-0.33,0.00,-0.46,-0.34,-0.17,0.19,0.00,0.10,0.17,0.33
meuse_uneq,default,15,"(2, 2)",sweep,max,angle_0,0.06,0.00,-0.09,0.04,0.24,-0.22,0.01,-0.36,-0.26,0.02,0.23,0.00,0.14,0.22,0.44
meuse_eq,default,15,"(2, 2)",sweep,max,distance_0,0.03,0.00,-0.06,-0.01,0.18,-0.43,0.00,-0.55,-0.44,-0.32,0.17,0.00,0.11,0.15,0.27
meuse_uneq,default,15,"(2, 2)",sweep,max,distance_0,0.08,0.01,-0.06,0.06,0.30,-0.27,0.00,-0.35,-0.28,-0.09,0.24,0.00,0.15,0.22,0.42
meuse_eq,default,15,"(2, 2)",sweep,max,projection,0.03,0.00,-0.05,0.03,0.20,-0.40,0.00,-0.57,-0.40,-0.23,0.18,0.00,0.12,0.17,0.30
meuse_uneq,default,15,"(2, 2)",sweep,max,projection,0.07,0.01,-0.08,0.04,0.30,-0.21,0.01,-0.38,-0.23,0.04,0.23,0.00,0.12,0.22,0.41
meuse_eq,default,15,"(2, 2)",sweep,max,center,0.03,0.01,-0.11,0.00,0.28,-0.35,0.01,-0.53,-0.35,-0.22,0.16,0.00,0.09,0.14,0.27
meuse_uneq,default,15,"(2, 2)",sweep,max,center,0.05,0.01,-0.09,0.07,0.22,-0.15,0.01,-0.37,-0.14,0.04,0.24,0.00,0.15,0.23,0.46
meuse_eq,default,15,"(2, 2)",sweep,max,spiral,0.02,0.01,-0.11,0.03,0.17,-0.33,0.01,-0.48,-0.32,-0.14,0.20,0.00,0.12,0.18,0.31
meuse_uneq,default,15,"(2, 2)",sweep,max,spiral,0.06,0.01,-0.10,0.05,0.28,-0.24,0.01,-0.42,-0.29,-0.00,0.23,0.00,0.14,0.22,0.42
meuse_eq,default,15,"(2, 2)",sweep,max,max,0.03,0.00,-0.06,0.03,0.19,-0.35,0.00,-0.50,-0.34,-0.25,0.18,0.00,0.10,0.17,0.29
meuse_uneq,default,15,"(2, 2)",sweep,max,max,0.09,0.01,-0.05,0.07,0.29,-0.21,0.01,-0.39,-0.22,-0.04,0.23,0.00,0.13,0.22,0.47
meuse_eq,default,15,"(2, 2)",sweep,max,hilbert,0.02,0.00,-0.06,0.01,0.18,-0.39,0.01,-0.62,-0.40,-0.15,0.19,0.00,0.12,0.18,0.33
meuse_uneq,default,15,"(2, 2)",sweep,max,hilbert,0.04,0.01,-0.10,0.02,0.29,-0.24,0.01,-0.38,-0.25,-0.07,0.23,0.01,0.13,0.21,0.45
meuse_eq,default,15,"(2, 2)",sweep,max,farthest,0.04,0.00,-0.07,0.03,0.18,-0.26,0.02,-0.53,-0.26,0.08,0.18,0.00,0.10,0.17,0.31
meuse_uneq,default,15,"(2, 2)",sweep,max,farthest,0.09,0.01,-0.10,0.10,0.36,-0.18,0.01,-0.38,-0.15,-0.01,0.23,0.00,0.13,0.21,0.46
meuse_eq,default,15,"(2, 2)",sweep,max,grid,0.05,0.01,-0.07,0.04,0.24,-0.34,0.01,-0.52,-0.37,-0.07,0.18,0.00,0.11,0.17,0.29
meuse_uneq,default,15,"(2, 2)",sweep,max,grid,0.08,0.01,-0.05,0.06,0.30,-0.25,0.00,-0.35,-0.25,-0.15,0.24,0.01,0.16,0.22,0.50
meuse_eq,default,15,"(2, 2)",sweep,max,shell,0.04,0.01,-0.09,0.03,0.27,-0.30,0.02,-0.54,-0.29,-0.00,0.17,0.00,0.09,0.15,0.31
meuse_uneq,default,15,"(2, 2)",sweep,max,shell,0.08,0.01,-0.07,0.08,0.29,-0.23,0.00,-0.36,-0.23,-0.09,0.24,0.00,0.13,0.23,0.46
meuse_eq,default,15,"(2, 2)",sweep,hilbert,lexico-xy,0.03,0.00,-0.06,0.02,0.19,-0.35,0.00,-0.52,-0.34,-0.21,0.19,0.00,0.10,0.17,0.36
meuse_uneq,default,15,"(2, 2)",sweep,hilbert,lexico-xy,0.08,0.00,-0.03,0.07,0.21,-0.18,0.01,-0.39,-0.16,0.02,0.23,0.00,0.15,0.20,0.46
meuse_eq,default,15,"(2, 2)",sweep,hilbert,lexico-yx,0.04,0.00,-0.04,0.03,0.18,-0.35,0.00,-0.49,-0.35,-0.14,0.18,0.00,0.09,0.17,0.29
meuse_uneq,default,15,"(2, 2)",sweep,hilbert,lexico-yx,0.07,0.00,-0.04,0.06,0.23,-0.27,0.00,-0.37,-0.26,-0.10,0.24,0.01,0.13,0.22,0.52
meuse_eq,default,15,"(2, 2)",sweep,hilbert,random,0.06,0.00,-0.05,0.05,0.20,-0.24,0.01,-0.43,-0.25,0.02,0.18,0.00,0.12,0.17,0.33
meuse_uneq,default,15,"(2, 2)",sweep,hilbert,random,0.07,0.02,-0.13,0.04,0.31,-0.19,0.00,-0.32,-0.19,-0.06,0.25,0.01,0.15,0.24,0.49
meuse_eq,default,15,"(2, 2)",sweep,hilbert,angle_0,0.02,0.01,-0.09,0.02,0.17,-0.35,0.01,-0.53,-0.36,-0.19,0.18,0.00,0.08,0.16,0.34
meuse_uneq,default,15,"(2, 2)",sweep,hilbert,angle_0,0.05,0.00,-0.08,0.07,0.20,-0.23,0.01,-0.41,-0.25,-0.01,0.24,0.01,0.13,0.21,0.46
meuse_eq,default,15,"(2, 2)",sweep,hilbert,distance_0,0.03,0.00,-0.04,0.03,0.17,-0.39,0.01,-0.56,-0.41,-0.14,0.18,0.00,0.09,0.17,0.29
meuse_uneq,default,15,"(2, 2)",sweep,hilbert,distance_0,0.06,0.01,-0.07,0.02,0.28,-0.25,0.01,-0.40,-0.26,-0.01,0.23,0.00,0.11,0.21,0.40
meuse_eq,default,15,"(2, 2)",sweep,hilbert,projection,0.03,0.00,-0.07,0.02,0.16,-0.40,0.01,-0.61,-0.39,-0.23,0.18,0.00,0.11,0.17,0.32
meuse_uneq,default,15,"(2, 2)",sweep,hilbert,projection,0.07,0.01,-0.05,0.06,0.28,-0.30,0.00,-0.37,-0.31,-0.16,0.23,0.00,0.14,0.21,0.40
meuse_eq,default,15,"(2, 2)",sweep,hilbert,center,0.04,0.01,-0.09,-0.01,0.24,-0.37,0.01,-0.55,-0.34,-0.21,0.17,0.00,0.09,0.16,0.25
meuse_uneq,default,15,"(2, 2)",sweep,hilbert,center,0.08,0.00,-0.04,0.06,0.28,-0.20,0.01,-0.35,-0.24,0.02,0.24,0.00,0.16,0.22,0.44
meuse_eq,default,15,"(2, 2)",sweep,hilbert,spiral,0.02,0.01,-0.07,-0.02,0.22,-0.36,0.00,-0.48,-0.36,-0.11,0.19,0.00,0.12,0.18,0.36
meuse_uneq,default,15,"(2, 2)",sweep,hilbert,spiral,0.05,0.00,-0.09,0.05,0.21,-0.23,0.01,-0.38,-0.27,-0.04,0.24,0.01,0.14,0.21,0.48
meuse_eq,default,15,"(2, 2)",sweep,hilbert,max,0.03,0.00,-0.05,0.02,0.16,-0.36,0.01,-0.52,-0.35,-0.13,0.17,0.00,0.10,0.16,0.28
meuse_uneq,default,15,"(2, 2)",sweep,hilbert,max,0.07,0.00,-0.05,0.07,0.22,-0.27,0.00,-0.38,-0.27,-0.08,0.23,0.00,0.13,0.21,0.46
meuse_eq,default,15,"(2, 2)",sweep,hilbert,hilbert,0.02,0.00,-0.06,0.02,0.14,-0.37,0.01,-0.52,-0.35,-0.23,0.19,0.00,0.11,0.16,0.34
meuse_uneq,default,15,"(2, 2)",sweep,hilbert,hilbert,0.04,0.01,-0.08,0.01,0.29,-0.25,0.01,-0.39,-0.29,-0.04,0.23,0.01,0.13,0.21,0.53
meuse_eq,default,15,"(2, 2)",sweep,hilbert,farthest,0.04,0.00,-0.07,0.04,0.16,-0.27,0.01,-0.48,-0.30,-0.07,0.18,0.00,0.11,0.17,0.26
meuse_uneq,default,15,"(2, 2)",sweep,hilbert,farthest,0.07,0.01,-0.13,0.08,0.28,-0.20,0.01,-0.40,-0.22,0.03,0.24,0.00,0.13,0.23,0.42
meuse_eq,default,15,"(2, 2)",sweep,hilbert,grid,0.03,0.00,-0.04,0.03,0.16,-0.36,0.01,-0.56,-0.33,-0.15,0.19,0.00,0.12,0.17,0.34
meuse_uneq,default,15,"(2, 2)",sweep,hilbert,grid,0.06,0.00,-0.06,0.07,0.21,-0.26,0.01,-0.40,-0.28,-0.06,0.24,0.01,0.13,0.23,0.49
meuse_eq,default,15,"(2, 2)",sweep,hilbert,shell,0.03,0.01,-0.09,-0.03,0.23,-0.26,0.01,-0.55,-0.25,-0.08,0.18,0.00,0.12,0.16,0.31
meuse_uneq,default,15,"(2, 2)",sweep,hilbert,shell,0.06,0.01,-0.13,0.08,0.24,-0.19,0.01,-0.39,-0.21,0.03,0.22,0.01,0.12,0.22,0.52
meuse_eq,default,15,"(2, 2)",sweep,farthest,lexico-xy,0.03,0.00,-0.08,0.03,0.18,-0.36,0.00,-0.49,-0.35,-0.17,0.18,0.00,0.11,0.16,0.33
meuse_uneq,default,15,"(2, 2)",sweep,farthest,lexico-xy,0.09,0.00,-0.03,0.09,0.24,-0.25,0.00,-0.39,-0.26,-0.10,0.24,0.00,0.16,0.23,0.43
meuse_eq,default,15,"(2, 2)",sweep,farthest,lexico-yx,0.02,0.00,-0.10,0.03,0.16,-0.32,0.01,-0.48,-0.33,-0.02,0.18,0.00,0.10,0.16,0.31
meuse_uneq,default,15,"(2, 2)",sweep,farthest,lexico-yx,0.07,0.00,-0.07,0.08,0.30,-0.23,0.01,-0.35,-0.21,-0.08,0.24,0.00,0.16,0.23,0.49
meuse_eq,default,15,"(2, 2)",sweep,farthest,random,0.05,0.01,-0.10,0.09,0.25,-0.29,0.01,-0.46,-0.29,-0.04,0.17,0.00,0.10,0.17,0.28
meuse_uneq,default,15,"(2, 2)",sweep,farthest,random,0.09,0.01,-0.05,0.09,0.31,-0.17,0.01,-0.39,-0.13,0.09,0.23,0.00,0.14,0.22,0.44
meuse_eq,default,15,"(2, 2)",sweep,farthest,angle_0,0.03,0.01,-0.08,0.03,0.23,-0.34,0.01,-0.53,-0.32,-0.12,0.19,0.00,0.12,0.19,0.36
meuse_uneq,default,15,"(2, 2)",sweep,farthest,angle_0,0.08,0.01,-0.08,0.09,0.34,-0.21,0.01,-0.37,-0.25,0.00,0.25,0.00,0.16,0.23,0.45
meuse_eq,default,15,"(2, 2)",sweep,farthest,distance_0,0.03,0.01,-0.09,0.02,0.24,-0.41,0.00,-0.50,-0.40,-0.25,0.17,0.00,0.11,0.17,0.31
meuse_uneq,default,15,"(2, 2)",sweep,farthest,distance_0,0.06,0.01,-0.08,0.05,0.28,-0.27,0.00,-0.40,-0.27,-0.10,0.23,0.00,0.12,0.21,0.42
meuse_eq,default,15,"(2, 2)",sweep,farthest,projection,0.03,0.01,-0.06,0.01,0.24,-0.39,0.01,-0.52,-0.39,-0.19,0.16,0.00,0.10,0.16,0.28
meuse_uneq,default,15,"(2, 2)",sweep,farthest,projection,0.09,0.01,-0.04,0.07,0.28,-0.24,0.01,-0.42,-0.25,-0.02,0.23,0.00,0.13,0.22,0.42
meuse_eq,default,15,"(2, 2)",sweep,farthest,center,0.04,0.01,-0.13,0.02,0.27,-0.30,0.01,-0.53,-0.25,-0.12,0.16,0.00,0.10,0.16,0.29
meuse_uneq,default,15,"(2, 2)",sweep,farthest,center,0.09,0.00,-0.07,0.08,0.31,-0.19,0.01,-0.40,-0.19,0.01,0.25,0.00,0.16,0.24,0.47
meuse_eq,default,15,"(2, 2)",sweep,farthest,spiral,0.04,0.00,-0.06,0.03,0.23,-0.32,0.01,-0.52,-0.31,-0.15,0.19,0.00,0.13,0.18,0.34
meuse_uneq,default,15,"(2, 2)",sweep,farthest,spiral,0.05,0.00,-0.17,0.05,0.22,-0.22,0.01,-0.41,-0.21,-0.03,0.24,0.00,0.14,0.23,0.41
meuse_eq,default,15,"(2, 2)",sweep,farthest,max,0.04,0.00,-0.06,0.04,0.20,-0.34,0.01,-0.57,-0.32,-0.17,0.17,0.00,0.10,0.17,0.30
meuse_uneq,default,15,"(2, 2)",sweep,farthest,max,0.06,0.01,-0.09,0.05,0.37,-0.26,0.00,-0.36,-0.26,-0.07,0.23,0.00,0.15,0.22,0.49
meuse_eq,default,15,"(2, 2)",sweep,farthest,hilbert,0.01,0.00,-0.07,-0.00,0.17,-0.32,0.01,-0.48,-0.29,-0.12,0.19,0.00,0.10,0.20,0.32
meuse_uneq,default,15,"(2, 2)",sweep,farthest,hilbert,0.06,0.01,-0.09,0.07,0.31,-0.26,0.00,-0.39,-0.28,-0.10,0.24,0.00,0.14,0.24,0.48
meuse_eq,default,15,"(2, 2)",sweep,farthest,farthest,0.04,0.01,-0.11,0.05,0.24,-0.31,0.01,-0.49,-0.29,-0.07,0.17,0.00,0.10,0.17,0.29
meuse_uneq,default,15,"(2, 2)",sweep,farthest,farthest,0.09,0.01,-0.10,0.07,0.34,-0.20,0.01,-0.44,-0.17,-0.06,0.23,0.00,0.13,0.23,0.46
meuse_eq,default,15,"(2, 2)",sweep,farthest,grid,0.03,0.00,-0.09,0.04,0.22,-0.32,0.01,-0.52,-0.29,-0.03,0.18,0.00,0.10,0.18,0.31
meuse_uneq,default,15,"(2, 2)",sweep,farthest,grid,0.07,0.01,-0.04,0.07,0.28,-0.26,0.00,-0.40,-0.27,-0.09,0.23,0.00,0.15,0.22,0.48
meuse_eq,default,15,"(2, 2)",sweep,farthest,shell,0.03,0.01,-0.07,-0.02,0.25,-0.28,0.02,-0.54,-0.26,0.13,0.17,0.00,0.09,0.16,0.33
meuse_uneq,default,15,"(2, 2)",sweep,farthest,shell,0.09,0.00,-0.06,0.08,0.24,-0.18,0.01,-0.45,-0.17,0.01,0.24,0.00,0.15,0.24,0.41
meuse_eq,default,15,"(2, 2)",sweep,grid,lexico-xy,0.02,0.01,-0.08,-0.02,0.24,-0.35,0.01,-0.53,-0.35,-0.15,0.19,0.00,0.10,0.17,0.30
meuse_uneq,default,15,"(2, 2)",sweep,grid,lexico-xy,0.05,0.01,-0.04,0.03,0.28,-0.23,0.01,-0.45,-0.24,-0.03,0.23,0.00,0.13,0.22,0.42
